# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  527       3.493614003899e-10       8.801651790764e-13      -3.792598717270e-12       0.000000000000e+00       6.094703507603e-14       9.059932969988e-16       2.858740286684e-16 
  528       3.496588701947e-10       8.812440393302e-13      -3.615824063099e-12       0.000000000000e+00       6.053725390636e-14       8.995471308697e-16       2.734112043997e-16 
  529       3.499229573553e-10       8.830434344291e-13      -3.438801518492e-12       0.000000000000e+00       6.013071328478e-14       8.943843837845e-16       2.610041596117e-16 
  530       3.501538155326e-10       8.855628051948e-13      -3.261609198066e-12       0.000000000000e+00       5.972740438267e-14       8.904896616167e-16       2.486540066324e-16 
  531       3.503516046488e-10       8.888014908364e-13      -3.084326306885e-12       0.000000000000e+00       5.932731746259e-14       8.878471675087e-16       2.363618588953e-16 
  532       3.505164909227e-10       8.927587283246e-13      -2.907033145355e-12       0.000000000000e+00       5.893044187243e-14       8.864406997029e-16       2.241288309138e-16 
  533       3.506486469045e-10       8.974336517659e-13      -2.729811114128e-12       0.000000000000e+00       5.853676603961e-14       8.862536493735e-16       2.119560382545e-16 
  534       3.507482515114e-10       9.028252917770e-13      -2.552742718994e-12       0.000000000000e+00       5.814627746521e-14       8.872689984579e-16       1.998445975110e-16 
  535       3.508154900624e-10       9.089325748590e-13      -2.375911575780e-12       0.000000000000e+00       5.775896271821e-14       8.894693174882e-16       1.877956262774e-16 
  536       3.508505543134e-10       9.157543227714e-13      -2.199402415249e-12       0.000000000000e+00       5.737480742962e-14       8.928367634226e-16       1.758102431224e-16 
  537       3.508536424926e-10       9.232892519065e-13      -2.023301087996e-12       0.000000000000e+00       5.699379628667e-14       8.973530774772e-16       1.638895675628e-16 
  538       3.508249593356e-10       9.315359726637e-13      -1.847694569346e-12       0.000000000000e+00       5.661591302702e-14       9.029995829574e-16       1.520347200369e-16 
  539       3.507647161203e-10       9.404929888236e-13      -1.672670964252e-12       0.000000000000e+00       5.624114043288e-14       9.097571830889e-16       1.402468218788e-16 
  540       3.506731307023e-10       9.501586969221e-13      -1.498319512191e-12       0.000000000000e+00       5.586946032522e-14       9.176063588501e-16       1.285269952915e-16 
  541       3.505504275500e-10       9.605313856250e-13      -1.324730592062e-12       0.000000000000e+00       5.550085355797e-14       9.265271668028e-16       1.168763633210e-16 
  542       3.503968377797e-10       9.716092351018e-13      -1.151995727088e-12       0.000000000000e+00       5.513530001215e-14       9.364992369243e-16       1.052960498300e-16 
  543       3.502125991904e-10       9.833903164004e-13      -9.802075897047e-13       0.000000000000e+00       5.477277859008e-14       9.475017704385e-16       9.378717947121e-17 
  544       3.499979562998e-10       9.958725908209e-13      -8.094600064668e-13       0.000000000000e+00       5.441326720954e-14       9.595135376474e-16       8.235087766148e-17 
  545       3.497531603786e-10       1.009053909290e-12      -6.398479629400e-13       0.000000000000e+00       5.405674279797e-14       9.725128757630e-16       7.098827055526e-17 
  546       3.494784694859e-10       1.022932011735e-12      -4.714676086008e-13       0.000000000000e+00       5.370318128663e-14       9.864776867385e-16       5.970048501840e-17 
  547       3.491741485045e-10       1.037504526459e-12      -3.044162617335e-13       0.000000000000e+00       5.335255760477e-14       1.001385435100e-15       4.848864860180e-17 
  548       3.488404691761e-10       1.052768969513e-12      -1.387924143280e-13       0.000000000000e+00       5.300484567382e-14       1.017213145777e-15       3.735388951512e-17 
  549       3.484777101361e-10       1.068722744072e-12       2.530426302296e-14       0.000000000000e+00       5.266001840159e-14       1.033937401936e-15       2.629733660048e-17 
  550       3.480861569489e-10       1.085363139811e-12       1.877729162262e-13       0.000000000000e+00       5.231804767640e-14       1.051534342809e-15       1.532011930618e-17 
  551       3.476661021432e-10       1.102687332273e-12       3.485115027903e-13       0.000000000000e+00       5.197890436130e-14       1.069979661530e-15       4.423367660359e-18 
  552       3.472178452469e-10       1.120692382250e-12       5.074167869284e-13       0.000000000000e+00       5.164255828821e-14       1.089248602960e-15      -6.391787755271e-18 
  553       3.467416928224e-10       1.139375235153e-12       6.643843346604e-13       0.000000000000e+00       5.130897825214e-14       1.109315961523e-15      -1.712421583175e-17 
  554       3.462379585017e-10       1.158732720389e-12       8.193085089155e-13       0.000000000000e+00       5.097813200532e-14       1.130156079036e-15      -2.777278495915e-17 
  555       3.457069630216e-10       1.178761550732e-12       9.720824646348e-13       0.000000000000e+00       5.064998625143e-14       1.151742842541e-15      -3.833636305291e-17 
  556       3.451490342585e-10       1.199458321701e-12       1.122598143873e-12       0.000000000000e+00       5.032450663973e-14       1.174049682137e-15      -4.881381758008e-17 
  557       3.445645072643e-10       1.220819510931e-12       1.270746270903e-12       0.000000000000e+00       5.000165775928e-14       1.197049568810e-15      -5.920401558570e-17 
  558       3.439537243005e-10       1.242841477548e-12       1.416416347316e-12       0.000000000000e+00       4.968140313307e-14       1.220715012265e-15      -6.950582371902e-17 
  559       3.433170348744e-10       1.265520461546e-12       1.559496647123e-12       0.000000000000e+00       4.936370521224e-14       1.245018058758e-15      -7.971810825987e-17 
  560       3.426547957735e-10       1.288852583157e-12       1.699874211862e-12       0.000000000000e+00       4.904852537025e-14       1.269930288928e-15      -8.983973514490e-17 
  561       3.419673711009e-10       1.312833842228e-12       1.837434845696e-12       0.000000000000e+00       4.873582389702e-14       1.295422815627e-15      -9.986956999395e-17 
  562       3.412551323105e-10       1.337460117594e-12       1.972063110518e-12       0.000000000000e+00       4.842555999316e-14       1.321466281753e-15      -1.098064781363e-16 
  563       3.405184582419e-10       1.362727166453e-12       2.103642321049e-12       0.000000000000e+00       4.811769176413e-14       1.348030858080e-15      -1.196493246369e-16 
  564       3.397577351559e-10       1.388630623739e-12       2.232054539949e-12       0.000000000000e+00       4.781217621439e-14       1.375086241090e-15      -1.293969743229e-16 
  565       3.389733567695e-10       1.415166001500e-12       2.357180572912e-12       0.000000000000e+00       4.750896924162e-14       1.402601650807e-15      -1.390482918098e-16 
  566       3.381657354336e-10       1.442327835149e-12       2.478914292231e-12       0.000000000000e+00       4.720803235988e-14       1.430548891562e-15      -1.486023753917e-16 
  567       3.373353359120e-10       1.470107099381e-12       2.597206022343e-12       0.000000000000e+00       4.690935307105e-14       1.458911625234e-15      -1.580592652713e-16 
  568       3.364826425411e-10       1.498493724544e-12       2.712020260773e-12       0.000000000000e+00       4.661292500596e-14       1.487676332296e-15      -1.674192536022e-16 
  569       3.356081482045e-10       1.527477442798e-12       2.823321451127e-12       0.000000000000e+00       4.631874123959e-14       1.516829269446e-15      -1.766826523869e-16 
  570       3.347123543731e-10       1.557047787171e-12       2.931073983555e-12       0.000000000000e+00       4.602679428765e-14       1.546356468582e-15      -1.858497935910e-16 
  571       3.337957711436e-10       1.587194090615e-12       3.035242195208e-12       0.000000000000e+00       4.573707610335e-14       1.576243735781e-15      -1.949210292561e-16 
  572       3.328589172782e-10       1.617905485057e-12       3.135790370700e-12       0.000000000000e+00       4.544957807408e-14       1.606476650273e-15      -2.038967316143e-16 
  573       3.319023202440e-10       1.649170900460e-12       3.232682742566e-12       0.000000000000e+00       4.516429101810e-14       1.637040563418e-15      -2.127772932016e-16 
  574       3.309265162521e-10       1.680979063875e-12       3.325883491725e-12       0.000000000000e+00       4.488120518120e-14       1.667920597686e-15      -2.215631269719e-16 
  575       3.299320502970e-10       1.713318498495e-12       3.415356747938e-12       0.000000000000e+00       4.460031023346e-14       1.699101645630e-15      -2.302546664103e-16 
  576       3.289194761959e-10       1.746177522715e-12       3.501066590269e-12       0.000000000000e+00       4.432159526590e-14       1.730568368866e-15      -2.388523656473e-16 
  577       3.278893566280e-10       1.779544249180e-12       3.582977047547e-12       0.000000000000e+00       4.404504878715e-14       1.762305197046e-15      -2.473566995724e-16 
  578       3.268422631737e-10       1.813406583849e-12       3.661052098821e-12       0.000000000000e+00       4.377065872023e-14       1.794296326840e-15      -2.557681639476e-16 
  579       3.257787763542e-10       1.847752225042e-12       3.735255673828e-12       0.000000000000e+00       4.349841239915e-14       1.826525720907e-15      -2.640872755217e-16 
  580       3.246994856705e-10       1.882568662500e-12       3.805551653444e-12       0.000000000000e+00       4.322829656566e-14       1.858977106876e-15      -2.723145721435e-16 
  581       3.236049896428e-10       1.917843176440e-12       3.871903870153e-12       0.000000000000e+00       4.296029736591e-14       1.891633976321e-15      -2.804506128758e-16 
  582       3.224958958500e-10       1.953562836608e-12       3.934276108501e-12       0.000000000000e+00       4.269440034719e-14       1.924479583740e-15      -2.884959781091e-16 
  583       3.213728209687e-10       1.989714501337e-12       3.992632105558e-12       0.000000000000e+00       4.243059045458e-14       1.957496945527e-15      -2.964512696754e-16 
  584       3.202363908127e-10       2.026284816599e-12       4.046935551382e-12       0.000000000000e+00       4.216885202764e-14       1.990668838956e-15      -3.043171109620e-16 
  585       3.190872403724e-10       2.063260215062e-12       4.097150089471e-12       0.000000000000e+00       4.190916879716e-14       2.023977801148e-15      -3.120941470249e-16 
  586       3.179260138538e-10       2.100626915147e-12       4.143239317231e-12       0.000000000000e+00       4.165152388179e-14       2.057406128060e-15      -3.197830447031e-16 
  587       3.167533647181e-10       2.138370920080e-12       4.185166786433e-12       0.000000000000e+00       4.139589978477e-14       2.090935873449e-15      -3.273844927318e-16 
  588       3.155699557207e-10       2.176478016950e-12       4.222896003671e-12       0.000000000000e+00       4.114227839061e-14       2.124548847861e-15      -3.348992018566e-16 
  589       3.143764589509e-10       2.214933775760e-12       4.256390430829e-12       0.000000000000e+00       4.089064096179e-14       2.158226617598e-15      -3.423279049470e-16 
  590       3.131735558711e-10       2.253723548489e-12       4.285613485532e-12       0.000000000000e+00       4.064096813545e-14       2.191950503699e-15      -3.496713571102e-16 
  591       3.119619373557e-10       2.292832468140e-12       4.310528541613e-12       0.000000000000e+00       4.039323992010e-14       2.225701580918e-15      -3.569303358048e-16 
